# psi logA_t_0 f_t_0 tau_t_0 phi_t_0 logL logPrior
9.348082182914798643e-01 -2.099561085341472833e+01 2.534708507636167383e+02 1.104238061077331655e-02 2.350383508529637400e+00 3.870017885619513982e+04 0.000000000000000000e+00
5.077651135594569709e-01 -2.078079192094633143e+01 2.654741484805766731e+02 5.992580716764716112e-03 1.586335691839076745e+00 3.870018372790192370e+04 0.000000000000000000e+00
9.174090886613845974e-01 -2.060696989256517497e+01 2.147007405800341360e+02 3.065220882907517506e-03 3.131159752057668388e+00 3.870018402450119902e+04 0.000000000000000000e+00
4.752953399534855516e-01 -2.068943189751072254e+01 2.235088180977555226e+02 4.980293264747119412e-03 2.270399059161360977e+00 3.870018563208598061e+04 0.000000000000000000e+00
8.192686752205960987e-01 -2.073981546245249419e+01 2.417491762889343079e+02 7.250117758904675580e-03 2.856924586045665571e+00 3.870018826866518066e+04 0.000000000000000000e+00
1.844976894165286208e+00 -2.080663275845067162e+01 2.633430172944067635e+02 4.161620533103926878e-03 4.288297891206998003e+00 3.870019012352833670e+04 0.000000000000000000e+00
7.704248609573955964e-01 -2.086920525695406425e+01 2.600031812366022450e+02 5.132994383002763283e-03 2.016269559028040170e+00 3.870019198195986974e+04 0.000000000000000000e+00
5.080338021557324613e-01 -2.071986670404211495e+01 2.263500509130282978e+02 3.651490693150950990e-03 2.402028700103812753e+00 3.870020471597216965e+04 0.000000000000000000e+00
2.143354529849164081e+00 -2.065964548100905063e+01 2.263120021716446502e+02 2.887791646507042575e-03 5.599771943991745715e+00 3.870020983772619365e+04 0.000000000000000000e+00
1.746986925810709357e+00 -2.079574920322950149e+01 2.345124251343408730e+02 7.665844448938524160e-03 4.566494106204640246e+00 3.870021176147019287e+04 0.000000000000000000e+00
1.814331664074862571e+00 -2.079138222122584168e+01 2.288434970919788043e+02 4.223983044488706720e-03 4.685242424042331599e+00 3.870022478602704359e+04 0.000000000000000000e+00
4.326145346687093052e-01 -2.086137714301408153e+01 2.394207476436822617e+02 9.181725140504149937e-03 2.040897296887574264e+00 3.870022745680642402e+04 0.000000000000000000e+00
1.996007347237153784e+00 -2.099978347595974171e+01 2.530962454163905875e+02 1.236811674320487456e-02 4.641878299688335652e+00 3.870022785451460368e+04 0.000000000000000000e+00
9.166817462851177822e-01 -2.058239293597120678e+01 2.230968013992070951e+02 3.415782231552737507e-03 2.889747061025420560e+00 3.870023681291427783e+04 0.000000000000000000e+00
1.274659224982351624e+00 -2.061312619095148335e+01 2.679978515032336759e+02 4.068465996774215526e-03 2.947179705056567567e+00 3.870024178038712125e+04 0.000000000000000000e+00
1.164629838930931749e+00 -2.058935493782136916e+01 2.397614265924631809e+02 3.176312242740744751e-03 3.048343520384509286e+00 3.870024903220686247e+04 0.000000000000000000e+00
1.582687966459904949e+00 -2.075756446751974948e+01 2.690825874365328332e+02 4.907453219827857295e-03 3.674904949031742696e+00 3.870025095262820832e+04 0.000000000000000000e+00
4.535483165950932039e-01 -2.061212323134182611e+01 2.434691774739459049e+02 2.756007825524271759e-03 1.632405670408481058e+00 3.870025160873195273e+04 0.000000000000000000e+00
2.080863496359013354e+00 -2.096963510664067343e+01 2.517152712426590142e+02 1.254356370332071133e-02 4.916412285810705995e+00 3.870025445840959583e+04 0.000000000000000000e+00
2.955782978535638872e+00 -2.085980344943543230e+01 2.430727624125103716e+02 9.292957043835516073e-03 3.633647233936983523e-01 3.870026460695617425e+04 0.000000000000000000e+00
1.192979116123279226e+00 -2.089441414631877691e+01 2.597970755245393661e+02 5.934365263735225104e-03 2.825726314252289484e+00 3.870026878549449611e+04 0.000000000000000000e+00
1.534974380654510195e-01 -2.057459587211921104e+01 2.650299095796041797e+02 4.261898708679981093e-03 9.978521940460605144e-01 3.870026920266271918e+04 0.000000000000000000e+00
1.006578388917184430e+00 -2.090446064091623768e+01 2.471217369152110450e+02 1.190560132640676103e-02 2.804683042727286857e+00 3.870027188332725200e+04 0.000000000000000000e+00
1.235037971867476658e+00 -2.093008711266730870e+01 2.476612952315631730e+02 1.032787981255117032e-02 3.535375528986419713e+00 3.870027456247425289e+04 0.000000000000000000e+00
6.529509742244695714e-01 -2.086142844503461191e+01 2.636294039601401664e+02 6.002056140593760997e-03 1.821512594225944026e+00 3.870028051295128535e+04 0.000000000000000000e+00
9.289367831809567377e-01 -2.055116216272020324e+01 2.445580706265024276e+02 2.180518910236651023e-03 2.832290923279102923e+00 3.870028444269279862e+04 0.000000000000000000e+00
3.126503503850887267e+00 -2.061578745224545273e+01 2.536884950584171747e+02 2.963612605549619146e-03 1.081924948777874596e+00 3.870028659620860708e+04 0.000000000000000000e+00
3.794377691176030187e-01 -2.053026271860943197e+01 2.401991761737667446e+02 2.558474843696137077e-03 2.061622867135000536e+00 3.870028921554493718e+04 0.000000000000000000e+00
2.243953533368085174e-01 -2.085372581071479914e+01 2.420022502496067318e+02 4.236634203566081065e-03 1.406095456726878412e+00 3.870029768365504424e+04 0.000000000000000000e+00
3.117684941322375725e+00 -2.095467661155592864e+01 2.554411751257039782e+02 6.938844086591444520e-03 4.506532426531937308e-01 3.870030384855811280e+04 0.000000000000000000e+00
2.873792507130521034e+00 -2.048318639266039298e+01 2.182658367016561556e+02 2.839843741294577686e-03 9.226264764348430791e-01 3.870030570192856976e+04 0.000000000000000000e+00
1.777552368107552905e+00 -2.051063866105435096e+01 2.556547406312506325e+02 3.281525185476099737e-03 4.154718121016802712e+00 3.870031141482918611e+04 0.000000000000000000e+00
3.030408915519981150e+00 -2.074026574637202813e+01 2.435997764627939262e+02 6.438802903425886598e-03 4.077398920494355039e-01 3.870031272586630803e+04 0.000000000000000000e+00
1.334672355153037948e+00 -2.101068239134771432e+01 2.548378467743401075e+02 9.511204864033367956e-03 3.326146437990310734e+00 3.870031471534050070e+04 0.000000000000000000e+00
3.821121414448883646e-01 -2.087777971200745242e+01 2.489625738266858264e+02 8.598425709427573796e-03 1.861930155851248658e+00 3.870031639175056625e+04 0.000000000000000000e+00
1.510856800796295474e+00 -2.050072862516676153e+01 2.366856922980069839e+02 2.996125840192745329e-03 3.864973136151672595e+00 3.870032007220896776e+04 0.000000000000000000e+00
1.589894483730197372e+00 -2.049054856296442040e+01 2.371508019326658712e+02 2.163239228858588291e-03 4.122777872982964276e+00 3.870032449438602634e+04 0.000000000000000000e+00
8.735123719650248475e-01 -2.071127530697213359e+01 2.428131860342138850e+02 3.508347992966369920e-03 2.420214593437214567e+00 3.870033294721596030e+04 0.000000000000000000e+00
3.024787928012010241e+00 -2.072579129940941911e+01 2.523553921569943839e+02 6.263476810918544579e-03 8.251738834529858124e-01 3.870033943270710733e+04 0.000000000000000000e+00
2.656529829588908154e+00 -2.064491670234709275e+01 2.335956383166675607e+02 5.003368264021826328e-03 4.003482982728352457e-01 3.870034011789104989e+04 0.000000000000000000e+00
7.204001705531823951e-01 -2.076501673426162853e+01 2.521591850316185912e+02 8.727393424262134061e-03 2.067249638149220470e+00 3.870034251768646936e+04 0.000000000000000000e+00
1.262023099231624590e+00 -2.058242805544183085e+01 2.700680514889301094e+02 3.224306865544155579e-03 2.963490550108621502e+00 3.870034949963790132e+04 0.000000000000000000e+00
1.746954959081170378e+00 -2.092531937522459629e+01 2.580360815251459030e+02 9.523914122499574364e-03 3.910974660867784003e+00 3.870035085884259752e+04 0.000000000000000000e+00
2.758812956568902575e+00 -2.037753802809214676e+01 2.451957128162691788e+02 2.236740515229938657e-03 3.579655906360493800e-01 3.870035306018710253e+04 0.000000000000000000e+00
2.780420703087197243e+00 -2.080305312751048774e+01 2.470026769666444864e+02 9.568284490265786119e-03 2.500230721851268156e-01 3.870035395219100610e+04 0.000000000000000000e+00
1.792911569981584519e+00 -2.087871316442257097e+01 2.548064276718730525e+02 7.536578882167282306e-03 3.939710158996595268e+00 3.870035525941300148e+04 0.000000000000000000e+00
2.737699917270800309e+00 -2.055459940733222268e+01 2.426227955739921356e+02 4.584397673683750750e-03 3.716247970659219413e-01 3.870036242366318038e+04 0.000000000000000000e+00
2.621294916353999138e+00 -2.069775402964442890e+01 2.431991566729972192e+02 4.365345936824364254e-03 5.841680071834799648e+00 3.870036407929541019e+04 0.000000000000000000e+00
7.584997569902104386e-01 -2.083513058345207369e+01 2.561606229431085922e+02 9.342395212107567487e-03 2.226053370210796079e+00 3.870037190010565973e+04 0.000000000000000000e+00
2.501889956658855940e+00 -2.088375521977242499e+01 2.505568950945227016e+02 1.147296973606174580e-02 5.787143430012785750e+00 3.870037246910074464e+04 0.000000000000000000e+00
2.195738656030536973e-01 -2.098699690520726691e+01 2.565326996182969879e+02 9.008225936422982472e-03 9.614313953145146030e-01 3.870037754225597018e+04 0.000000000000000000e+00
1.822389030656326625e+00 -2.086123586941602781e+01 2.590909678132099430e+02 4.842819803613314725e-03 4.321225034908809270e+00 3.870039046266853984e+04 0.000000000000000000e+00
2.536295051391601163e+00 -2.074185431566765203e+01 2.601794918242205199e+02 4.580871221362201387e-03 5.414478183312478876e+00 3.870039549050330243e+04 0.000000000000000000e+00
1.584100563675034712e+00 -2.079102445149402456e+01 2.600972889306880234e+02 5.041994486523750270e-03 4.038044457359016626e+00 3.870040091208321974e+04 0.000000000000000000e+00
2.599657368590761131e+00 -2.054664438557200512e+01 2.687534825638401230e+02 2.929619576503493441e-03 6.006992019263615923e+00 3.870040334991531563e+04 0.000000000000000000e+00
9.557727305715160160e-01 -2.050307260783947427e+01 2.667675086282081907e+02 3.253947979927955710e-03 2.592023591916591041e+00 3.870040918481200788e+04 0.000000000000000000e+00
2.130651406227246802e+00 -2.069310067028236588e+01 2.658089879022407445e+02 3.153647055913255236e-03 4.913378124032691474e+00 3.870040967122655275e+04 0.000000000000000000e+00
2.941995809110411031e+00 -2.077493807165923556e+01 2.306258654409579378e+02 5.714915820120752658e-03 5.954720243694624493e-01 3.870041496504233510e+04 0.000000000000000000e+00
1.046785230237431558e-01 -2.044945374705309504e+01 2.429748348592604827e+02 3.019104648447775829e-03 1.067729867338123917e+00 3.870041651127948717e+04 0.000000000000000000e+00
7.706411179623304797e-01 -2.069419982998905994e+01 2.606400142282850538e+02 5.980498671046408435e-03 1.978728589898041568e+00 3.870041850672097644e+04 0.000000000000000000e+00
1.989974540014443294e+00 -2.086693749998791247e+01 2.540696064588491367e+02 4.581373068206562489e-03 4.740049313017138388e+00 3.870041893820325640e+04 0.000000000000000000e+00
2.628105513550656358e+00 -2.043466118454690417e+01 2.413470972546911355e+02 2.057815592723527542e-03 6.220024961541668951e+00 3.870041919675312965e+04 0.000000000000000000e+00
2.039484063704623651e+00 -2.063065618548369073e+01 2.399433692044571274e+02 3.201347330740631283e-03 5.400842193265348534e+00 3.870041988147170923e+04 0.000000000000000000e+00
2.928808788814993846e+00 -2.073302496961037278e+01 2.317080344514898513e+02 5.633837470055781671e-03 5.329735805116432301e-01 3.870042184985335189e+04 0.000000000000000000e+00
2.392370690121836674e+00 -2.100471762314941060e+01 2.506282908893082890e+02 1.261530379178353589e-02 5.476196303892084671e+00 3.870042743816482107e+04 0.000000000000000000e+00
3.362924885218351312e-01 -2.092711789394811461e+01 2.369746237687044754e+02 8.551534542730568345e-03 1.806608125327056280e+00 3.870043863436138054e+04 0.000000000000000000e+00
1.311281085958699411e+00 -2.084209941061505589e+01 2.556822744927206372e+02 9.026357346993182929e-03 3.413925060094580743e+00 3.870044773616766906e+04 0.000000000000000000e+00
1.521640160703246591e+00 -2.091950687111430440e+01 2.447600141580115007e+02 1.085141607049526849e-02 4.104204710176477811e+00 3.870045290467201266e+04 0.000000000000000000e+00
1.498688754930576961e+00 -2.076666870292645228e+01 2.492434005669144597e+02 6.821030769738202493e-03 4.126270233835795054e+00 3.870045658974402613e+04 0.000000000000000000e+00
3.196591390832630997e-01 -2.068353748350299881e+01 2.576595335570492580e+02 4.824622529762167059e-03 1.629739824070120413e+00 3.870046254670976487e+04 0.000000000000000000e+00
2.452279618512105408e+00 -2.077446580410224541e+01 2.551891631344546738e+02 5.260172309781120485e-03 5.272520684638030808e+00 3.870046433999809233e+04 0.000000000000000000e+00
6.794567294896739496e-01 -2.099329641933223911e+01 2.444502303359440134e+02 1.129103912097672267e-02 2.348133309197220964e+00 3.870046499468015827e+04 0.000000000000000000e+00
5.197746846286490641e-01 -2.070646415045555599e+01 2.661661144799850263e+02 5.152886461283863288e-03 1.682346842995101843e+00 3.870048000451146072e+04 0.000000000000000000e+00
1.092889881314893508e-01 -2.050011158777012810e+01 2.147560542177169225e+02 2.914600616496037210e-03 1.630275625647449544e+00 3.870049347325020062e+04 0.000000000000000000e+00
6.952194611551725245e-01 -2.074487505291822131e+01 2.679895561627149618e+02 5.008584172303536843e-03 1.793154207102329201e+00 3.870049491988159571e+04 0.000000000000000000e+00
2.668738862775055676e+00 -2.077764749506551212e+01 2.610975904920449011e+02 3.819553724701026023e-03 6.051605597661657399e+00 3.870049883475242677e+04 0.000000000000000000e+00
1.865586641997364126e+00 -2.063259745229656517e+01 2.681342122639313743e+02 3.365823349270026521e-03 4.146319622080865130e+00 3.870050017278324231e+04 0.000000000000000000e+00
4.160439438934783185e-01 -2.089648673872303775e+01 2.534403520451255361e+02 1.060743653077447432e-02 1.630513747423333104e+00 3.870050337046762434e+04 0.000000000000000000e+00
3.060010923456439436e+00 -2.062981779055689202e+01 2.189499711687818149e+02 3.828137186744261667e-03 1.093638820954438984e+00 3.870050352095423295e+04 0.000000000000000000e+00
3.064230825780532186e+00 -2.101067685113848071e+01 2.522325772708255158e+02 9.586693225068235180e-03 4.087518650446856361e-01 3.870050930098846584e+04 0.000000000000000000e+00
2.595161552097463353e+00 -2.070925204088664628e+01 2.420566586278527836e+02 5.440631839932510289e-03 2.102374160838193784e-01 3.870051301130869979e+04 0.000000000000000000e+00
2.591031384953449646e+00 -2.062581417612531354e+01 2.208885202826975558e+02 3.632254358918386456e-03 3.511918135880850445e-01 3.870051366914081154e+04 0.000000000000000000e+00
1.781768524839061119e+00 -2.087919803343862313e+01 2.472641133671479565e+02 5.645515275618319222e-03 4.138529222379617067e+00 3.870051892125004815e+04 0.000000000000000000e+00
2.469095629127639135e+00 -2.083257864725400310e+01 2.578198033006136711e+02 7.756085505130816751e-03 5.729647828713288149e+00 3.870052113929973711e+04 0.000000000000000000e+00
2.562933880130692010e+00 -2.092516315085756773e+01 2.502061790174181510e+02 1.107572589817974566e-02 6.049134557269458590e+00 3.870052232686055504e+04 0.000000000000000000e+00
2.928493808488638273e+00 -2.073203290815186506e+01 2.393272028417130741e+02 3.262397385585070596e-03 4.404410197123513337e-01 3.870052284679737932e+04 0.000000000000000000e+00
2.313007493788864277e+00 -2.066304442760571547e+01 2.569623707270675936e+02 3.456011599620894322e-03 5.091342751567686342e+00 3.870052839543734444e+04 0.000000000000000000e+00
2.353545009692006751e+00 -2.070568520558060399e+01 2.693856019336660097e+02 3.631615657443052186e-03 5.307709256939988407e+00 3.870052852754434571e+04 0.000000000000000000e+00
6.386517335684502861e-01 -2.079324230966470566e+01 2.413312507756922969e+02 8.830752374141354055e-03 2.240425709428297552e+00 3.870053409273787111e+04 0.000000000000000000e+00
2.807658639584350357e+00 -2.085157465281495348e+01 2.497141282589575724e+02 4.288759496351136902e-03 1.602828304671323201e-01 3.870053659904115193e+04 0.000000000000000000e+00
9.479042032502112969e-01 -2.095780977477124196e+01 2.553960235171976478e+02 6.877054373694585325e-03 2.539867572111325078e+00 3.870053699312224489e+04 0.000000000000000000e+00
2.438854330100633794e-01 -2.073879752799976828e+01 2.375417502183923091e+02 6.601160861340062656e-03 1.781570234486365312e+00 3.870053984524014959e+04 0.000000000000000000e+00
2.490841592134732885e+00 -2.052444588105883483e+01 2.647661626240771398e+02 3.639414417184436840e-03 5.685445837803771774e+00 3.870054107495038625e+04 0.000000000000000000e+00
1.832670041706024877e+00 -2.091874205975272005e+01 2.443388190622332843e+02 1.135502868226174501e-02 4.568844124426359343e+00 3.870054489754286624e+04 0.000000000000000000e+00
2.733089586818817640e+00 -2.079955167353407575e+01 2.542987502624237379e+02 9.073877468331237664e-03 6.029724290221920135e+00 3.870054797206969670e+04 0.000000000000000000e+00
1.213452843648179069e+00 -2.045947297391273167e+01 2.403417784996900650e+02 3.431480905107385949e-03 3.386546422619186814e+00 3.870055005818034988e+04 0.000000000000000000e+00
1.893388467499167005e+00 -2.071522533315110337e+01 2.385835425575304782e+02 6.520898095746404527e-03 4.635418555592873524e+00 3.870056508816562564e+04 0.000000000000000000e+00
5.025077642213610085e-01 -2.086893381341334219e+01 2.370075679383317606e+02 6.512905237853229556e-03 1.848026348179445222e+00 3.870057006429771718e+04 0.000000000000000000e+00
3.432682226921583979e-01 -2.074225439478366440e+01 2.243442181219817542e+02 4.376593352038005320e-03 1.855367902217467613e+00 3.870057082012534374e+04 0.000000000000000000e+00
1.854875943173267094e+00 -2.085023204040702183e+01 2.336870134691883436e+02 7.188547417031224650e-03 4.739192281385642858e+00 3.870057098450370540e+04 0.000000000000000000e+00
2.009594680255013976e+00 -2.098568668097703593e+01 2.458292686083022431e+02 8.244891979319990405e-03 5.045534737042083329e+00 3.870057264828286134e+04 0.000000000000000000e+00
2.658015795994677966e+00 -2.071989291692311141e+01 2.456710773698238484e+02 7.708064572374537238e-03 5.369791490786735705e-02 3.870058281458045531e+04 0.000000000000000000e+00
1.566609632832138388e+00 -2.057320815852389728e+01 2.470307504074025644e+02 4.950328965110761641e-03 3.895815705295026632e+00 3.870058494607855391e+04 0.000000000000000000e+00
1.323918972646245251e+00 -2.044704577634249887e+01 2.461000346077121321e+02 2.280599475643370518e-03 3.503071292381290558e+00 3.870058782931086898e+04 0.000000000000000000e+00
1.797597888682280320e+00 -2.082793757112410660e+01 2.556096977335425606e+02 4.171852191579537156e-03 4.285545486476592281e+00 3.870059643765522924e+04 0.000000000000000000e+00
1.161195979337830364e+00 -2.089850977013875521e+01 2.594534805332629617e+02 8.738650069199001280e-03 2.821728873803102555e+00 3.870060131220881885e+04 0.000000000000000000e+00
2.273129915197661166e+00 -2.044360590885107953e+01 2.357293233641118491e+02 1.990590418994749901e-03 5.715054607618347049e+00 3.870061667146827676e+04 0.000000000000000000e+00
1.644201854574767641e+00 -2.083111197673386172e+01 2.514226422331291531e+02 4.977271024608929603e-03 4.332634548614430869e+00 3.870061763081821118e+04 0.000000000000000000e+00
9.649840829814051446e-01 -2.070376848701515371e+01 2.495141284048178250e+02 7.096816676567226437e-03 2.562893709327870972e+00 3.870061774693046755e+04 0.000000000000000000e+00
1.386509264623867699e+00 -2.078197353027053040e+01 2.450270666028881976e+02 3.698709248124271241e-03 3.531720121642252241e+00 3.870062083867008914e+04 0.000000000000000000e+00
2.671666278743178857e+00 -2.044110963605631071e+01 2.548710179876651125e+02 2.188029998157884660e-03 6.237619099020095703e+00 3.870062558624238591e+04 0.000000000000000000e+00
2.635864087337894457e+00 -2.075261601494271702e+01 2.318215377699519593e+02 3.640292799395065167e-03 2.300128340203604904e-01 3.870063444297711976e+04 0.000000000000000000e+00
2.199583883968025066e+00 -2.062204965092055531e+01 2.433008824290510290e+02 5.553612315693918361e-03 5.188739137720942196e+00 3.870063561754894181e+04 0.000000000000000000e+00
1.571094472535660369e+00 -2.044784011252593814e+01 2.293297355328952563e+02 2.383278345200381260e-03 4.515471400789794032e+00 3.870063882682953408e+04 0.000000000000000000e+00
7.874841508464340833e-01 -2.066042224778564673e+01 2.404420993928422945e+02 4.954156569108073525e-03 2.288873086171673954e+00 3.870064099569938116e+04 0.000000000000000000e+00
2.230244864525573245e+00 -2.097212685758868034e+01 2.543190512105148287e+02 9.272614738238335250e-03 4.929961918080027594e+00 3.870064252331780153e+04 0.000000000000000000e+00
2.644373694266835439e+00 -2.078389418827624979e+01 2.627687038217314921e+02 4.186627820620991355e-03 5.780539654111233716e+00 3.870064432899190433e+04 0.000000000000000000e+00
1.617789148363982799e+00 -2.074235836681039657e+01 2.626089720309277595e+02 5.803719988338331900e-03 3.953843077257334304e+00 3.870064527861123497e+04 0.000000000000000000e+00
9.207228672283920279e-01 -2.065269059923289063e+01 2.528165524602641767e+02 3.818519118147517197e-03 2.324130188422198096e+00 3.870065034351379290e+04 0.000000000000000000e+00
6.834462105969363321e-02 -2.089694615705682779e+01 2.494188421633618589e+02 7.854848956690805781e-03 1.213666018939391744e+00 3.870065324684278312e+04 0.000000000000000000e+00
1.853473686748126292e+00 -2.075282531502103467e+01 2.428461293886585679e+02 6.874441968461561178e-03 4.393646124963627386e+00 3.870065383251094318e+04 0.000000000000000000e+00
3.109187024099506313e+00 -2.098360656405167290e+01 2.530984980990628230e+02 8.465383097732460949e-03 7.395596368939921783e-01 3.870065434656873549e+04 0.000000000000000000e+00
1.045399946347992381e+00 -2.076489186165782641e+01 2.256181924677212010e+02 4.874177617667224162e-03 3.408945356032697216e+00 3.870066092181571003e+04 0.000000000000000000e+00
6.781443243384424058e-01 -2.071032625055624976e+01 2.434697473957880902e+02 2.995604514249880761e-03 2.268749509385496133e+00 3.870066153830729309e+04 0.000000000000000000e+00
5.431695913591390035e-01 -2.078879485185005294e+01 2.659265410551082027e+02 4.771993347973081320e-03 1.638621760032282326e+00 3.870066287982006907e+04 0.000000000000000000e+00
2.999047003408632950e+00 -2.083397041237517655e+01 2.449739578322765965e+02 4.141947025146527211e-03 5.451704472602836304e-01 3.870066886534288642e+04 0.000000000000000000e+00
2.767219145691869109e+00 -2.062295682963558718e+01 2.415850102020121426e+02 4.736974389908221728e-03 5.325506083753381859e-01 3.870067276719755318e+04 0.000000000000000000e+00
2.619126008540533235e+00 -2.067470688104278409e+01 2.207612436984578608e+02 3.410599143460601307e-03 2.416023839118450756e-01 3.870067510138682701e+04 0.000000000000000000e+00
3.132709157089545116e+00 -2.080421875606959148e+01 2.637189934959217226e+02 4.548947779740490291e-03 5.705730794622203561e-01 3.870068128529296519e+04 0.000000000000000000e+00
1.212180521289531576e+00 -2.081880032828271254e+01 2.392723292818496361e+02 8.097981391106637283e-03 3.641793809287866779e+00 3.870068548616015323e+04 0.000000000000000000e+00
2.962307229277414855e+00 -2.090728019350753897e+01 2.447705800722695813e+02 1.121096505094510039e-02 5.466942060697033146e-01 3.870068791550079914e+04 0.000000000000000000e+00
2.415100739099013794e+00 -2.040934465970813605e+01 2.420194041050490057e+02 2.012758849287465349e-03 5.910946339126549987e+00 3.870068804520909180e+04 0.000000000000000000e+00
2.037600176305712996e+00 -2.052337225094448669e+01 2.501258467889927601e+02 2.624247770094179956e-03 5.235751972230295870e+00 3.870068889607922756e+04 0.000000000000000000e+00
2.718408199170184503e+00 -2.043791827035285635e+01 2.239403457067988654e+02 2.605338514758681872e-03 5.501278618556666444e-01 3.870068984688930504e+04 0.000000000000000000e+00
1.656668110077138101e+00 -2.102201169797936586e+01 2.473616764628545752e+02 9.587316706159830504e-03 4.170344942458632076e+00 3.870069047735248023e+04 0.000000000000000000e+00
1.153120274341796980e+00 -2.079009161349063461e+01 2.656454845123100768e+02 5.194856781222542685e-03 2.736061500223533560e+00 3.870069584880833281e+04 0.000000000000000000e+00
1.613263581855805873e+00 -2.069208554514771592e+01 2.466753731932554956e+02 7.365167903552219744e-03 4.085277056950821439e+00 3.870069857168098679e+04 0.000000000000000000e+00
1.382671342090365574e+00 -2.049469708221217346e+01 2.270552122632273608e+02 3.549404449067929904e-03 4.054679043748638634e+00 3.870070925297844224e+04 0.000000000000000000e+00
3.107035070865736603e+00 -2.097065044204164863e+01 2.434836978818698014e+02 8.449732370884879828e-03 6.987585351696044000e-01 3.870071728764800355e+04 0.000000000000000000e+00
2.313013543468598776e+00 -2.093422401805346666e+01 2.450936851385552018e+02 1.105569766418181693e-02 5.405201240786322359e+00 3.870071875518008892e+04 0.000000000000000000e+00
1.578099182163881675e+00 -2.092229943915362966e+01 2.585114753856926768e+02 7.510554732995642496e-03 3.802155219312553402e+00 3.870071880213318218e+04 0.000000000000000000e+00
1.340036070365639542e+00 -2.091753981874400736e+01 2.382648887341831596e+02 7.867379972116384651e-03 3.877232164431427819e+00 3.870072283846858045e+04 0.000000000000000000e+00
1.591710519823179570e+00 -2.077887943562888395e+01 2.487099256385144770e+02 4.138260285024304881e-03 3.767125282877244352e+00 3.870072942821106699e+04 0.000000000000000000e+00
2.927191636819937992e-01 -2.061497145102993755e+01 2.330748652901685603e+02 3.959725486054568866e-03 1.453197079747782450e+00 3.870073862968920730e+04 0.000000000000000000e+00
1.969387291918045957e+00 -2.075443148004112359e+01 2.536600434354458002e+02 3.452391609474854666e-03 4.627370194446651652e+00 3.870073882486140064e+04 0.000000000000000000e+00
1.893685361041768767e+00 -2.087632675394051418e+01 2.439687220816353488e+02 6.448915293056636626e-03 4.987537774790091305e+00 3.870074676644340798e+04 0.000000000000000000e+00
1.565631850818383297e+00 -2.067095860299321330e+01 2.619306929526101726e+02 3.928373923401320446e-03 4.040827116141245234e+00 3.870074806747675029e+04 0.000000000000000000e+00
7.193363875332093871e-01 -2.063406602553382996e+01 2.192643494921609317e+02 3.585117931088529705e-03 2.674877112957173786e+00 3.870075072107835149e+04 0.000000000000000000e+00
5.229598400080193166e-01 -2.091090520370677197e+01 2.589733541146673588e+02 6.872700423510875491e-03 1.675590105754997561e+00 3.870075897721872025e+04 0.000000000000000000e+00
9.577563259583453670e-01 -2.083515226910068563e+01 2.538631240078035489e+02 9.615943748568217889e-03 2.464887737949048585e+00 3.870075946933778323e+04 0.000000000000000000e+00
1.754459140877494994e+00 -2.090832967697003397e+01 2.468786994676129893e+02 7.221897311518572782e-03 4.628443930595064870e+00 3.870076040510024177e+04 0.000000000000000000e+00
2.221630320558854343e+00 -2.092593804482232045e+01 2.392139174625120575e+02 6.249053781126407553e-03 5.528569496896663438e+00 3.870076050101805595e+04 0.000000000000000000e+00
1.804210166241491109e+00 -2.085257747759388636e+01 2.366446331047353340e+02 4.758030737248537291e-03 4.747448385873392240e+00 3.870076149125499796e+04 0.000000000000000000e+00
1.088599470340259612e-01 -2.073004438341273570e+01 2.373957074444174111e+02 6.816981128184939828e-03 1.452242064155903956e+00 3.870076532909909292e+04 0.000000000000000000e+00
1.252046387286570361e+00 -2.075912827719550791e+01 2.623242644120828686e+02 6.372493536705044030e-03 3.129965730944578528e+00 3.870077024569622154e+04 0.000000000000000000e+00
1.158514761217243283e+00 -2.071893833231253623e+01 2.618181477825532966e+02 3.734851598492845530e-03 3.163087866390250191e+00 3.870077074766525038e+04 0.000000000000000000e+00
4.343247738026211890e-01 -2.080213243230745945e+01 2.350181298429918115e+02 4.435095317971300341e-03 1.769536525376150360e+00 3.870077637883525313e+04 0.000000000000000000e+00
1.038580487127667595e+00 -2.054797854046437067e+01 2.553103919980102319e+02 3.594844221018041793e-03 2.644896774939092143e+00 3.870077905785789335e+04 0.000000000000000000e+00
2.452321930162407515e+00 -2.079265062096331818e+01 2.320511581577041795e+02 6.289525178507267798e-03 5.929748958717609320e+00 3.870078260150415008e+04 0.000000000000000000e+00
1.506092329432206611e+00 -2.083570342164459177e+01 2.336052115558402988e+02 5.684087967955114493e-03 3.960565266961095787e+00 3.870078343009005766e+04 0.000000000000000000e+00
2.255900400865372968e-01 -2.095083960756674912e+01 2.391250207856064094e+02 8.222509816869441254e-03 1.529782064415330600e+00 3.870078518108965363e+04 0.000000000000000000e+00
1.745852979634392454e+00 -2.094894797471527781e+01 2.414112555551888875e+02 7.473911777261581235e-03 4.321609251071309998e+00 3.870078773534985521e+04 0.000000000000000000e+00
2.789584663489508287e+00 -2.096333353908219621e+01 2.552625064859504107e+02 9.197327079697408328e-03 2.330129925629773058e-02 3.870078869816280348e+04 0.000000000000000000e+00
9.150254167413543471e-02 -2.094560978189987921e+01 2.422192208958024082e+02 6.902492434291257993e-03 9.986736354825742623e-01 3.870079074859644606e+04 0.000000000000000000e+00
