# psi logA_t_0 f_t_0 tau_t_0 phi_t_0 logL logPrior
3.058759816084523298e+00 -2.048174104967205267e+01 2.364704259494611733e+02 2.946590709408361715e-03 9.857323115595189034e-01 3.870293960109321051e+04 0.000000000000000000e+00
1.914699054430335945e+00 -2.076410119124272313e+01 2.463071815848213930e+02 7.618728582182926826e-03 4.697639898190377750e+00 3.870293981134323258e+04 0.000000000000000000e+00
3.032692941666973674e+00 -2.060217592491327210e+01 2.349512585021369944e+02 4.075613036202932644e-03 7.652703538979076514e-01 3.870294009604419989e+04 0.000000000000000000e+00
1.087852750840248461e+00 -2.081363135194459701e+01 2.470573145646681041e+02 8.313114004291598247e-03 2.994842105192499826e+00 3.870294092513872602e+04 0.000000000000000000e+00
7.268388094845468217e-01 -2.085040250056379207e+01 2.445514726510584751e+02 6.890804176288666330e-03 2.498134645781123986e+00 3.870294092543062288e+04 0.000000000000000000e+00
2.668830363793248228e+00 -2.062725743841226844e+01 2.420802473515262534e+02 5.310380805843489989e-03 4.975873501975524443e-02 3.870294093652313313e+04 0.000000000000000000e+00
1.832043735541233342e+00 -2.067707405772798523e+01 2.436460020268135054e+02 3.758639309462376548e-03 4.451205170421007828e+00 3.870294189042567450e+04 0.000000000000000000e+00
2.207582508961873913e+00 -2.075833310531568543e+01 2.509825102191721840e+02 4.955707434312309374e-03 5.023419445848631426e+00 3.870294627578249492e+04 0.000000000000000000e+00
2.316503471311811002e-01 -2.083157635367831162e+01 2.541990943254135402e+02 6.867745678315013286e-03 1.242858004352523693e+00 3.870294739472754736e+04 0.000000000000000000e+00
3.048894537358991741e+00 -2.059855149709288824e+01 2.517857351074800647e+02 4.487248796927763468e-03 5.246550963725012950e-01 3.870294757774470781e+04 0.000000000000000000e+00
1.161229752022409079e+00 -2.088971393623216244e+01 2.506964149990639044e+02 7.360659466951363292e-03 3.100978299943091265e+00 3.870294767875823163e+04 0.000000000000000000e+00
2.422773926008146450e+00 -2.066246421071465633e+01 2.310509243543754110e+02 3.932586089285426342e-03 5.945722184170422864e+00 3.870294874020500720e+04 0.000000000000000000e+00
7.859324584723581530e-02 -2.049925463982132712e+01 2.333250021560918981e+02 3.134190768260407788e-03 1.328662836983655948e+00 3.870294895816357166e+04 0.000000000000000000e+00
3.047905296996257896e+00 -2.062870791663619841e+01 2.481664841908595349e+02 3.098274057384344925e-03 7.031698396770539317e-01 3.870295141990890261e+04 0.000000000000000000e+00
1.073539113420553193e+00 -2.068939760771253233e+01 2.408917490960426164e+02 5.514056284206963338e-03 2.994089836302237018e+00 3.870295185430001584e+04 0.000000000000000000e+00
1.803202803808779509e+00 -2.054600544675223972e+01 2.300676165984451984e+02 3.415583601821247598e-03 4.764492924932586249e+00 3.870295194504144456e+04 0.000000000000000000e+00
1.029330659316556318e+00 -2.067665954115937765e+01 2.469294855078899218e+02 3.397372428588385333e-03 2.991577473282871935e+00 3.870295213667332428e+04 0.000000000000000000e+00
3.022680869879367016e+00 -2.063736004570213112e+01 2.594274718726014157e+02 4.167030447256928061e-03 3.783061306131337287e-01 3.870295332203430007e+04 0.000000000000000000e+00
1.088652463656631708e+00 -2.054115659986429421e+01 2.411742396508056174e+02 3.858960667261181025e-03 3.304689072731877619e+00 3.870295425742353837e+04 0.000000000000000000e+00
1.232186233710713230e+00 -2.083453249808860619e+01 2.547798955769458189e+02 6.983712316216774546e-03 3.068619069520126530e+00 3.870295506366114569e+04 0.000000000000000000e+00
1.853274198771387660e+00 -2.080119383247980380e+01 2.554003340520008010e+02 5.284114741687589295e-03 4.401232180775042302e+00 3.870295517399110395e+04 0.000000000000000000e+00
1.083693595504169327e+00 -2.072203389551712860e+01 2.428232879373943831e+02 4.834713678741556046e-03 2.915720840700476213e+00 3.870295673850584717e+04 0.000000000000000000e+00
2.968433506127557298e+00 -2.075747210623214301e+01 2.422332042228298690e+02 4.255367654828642182e-03 6.848313122729363656e-01 3.870295824134775467e+04 0.000000000000000000e+00
7.694385033966504306e-01 -2.081855695961299091e+01 2.520118799262905327e+02 7.000721142721054273e-03 2.424841360685947578e+00 3.870295829722660710e+04 0.000000000000000000e+00
1.227413485800509019e+00 -2.088320707650473906e+01 2.481165055990879296e+02 8.048897141371687963e-03 3.181807771712203525e+00 3.870295834875514265e+04 0.000000000000000000e+00
3.060100010534548609e+00 -2.049022762579950552e+01 2.391480685748155111e+02 3.095673490443633363e-03 8.494631563863798140e-01 3.870295975065400125e+04 0.000000000000000000e+00
8.806129093813912512e-01 -2.089791811787490872e+01 2.480800259157580001e+02 7.597790557890898508e-03 2.601120817013550912e+00 3.870295977390250482e+04 0.000000000000000000e+00
9.791013736979781168e-01 -2.066568641844345677e+01 2.421956104280858995e+02 4.391622378186554529e-03 2.727814743802360997e+00 3.870296059814243199e+04 0.000000000000000000e+00
1.435332628140256195e-01 -2.079113132489601412e+01 2.549948471219422572e+02 6.871353300219956717e-03 8.733697279030474547e-01 3.870296147517054487e+04 0.000000000000000000e+00
2.916600098021055132e+00 -2.066018909040646179e+01 2.566977973683664800e+02 3.697218889191684205e-03 2.043367507972467800e-01 3.870296156914307358e+04 0.000000000000000000e+00
4.891105116622973537e-02 -2.072234777974444953e+01 2.356176930738319584e+02 4.213423261402596612e-03 1.100007490957809031e+00 3.870296225542835600e+04 0.000000000000000000e+00
1.727364500226427957e+00 -2.086378128354271055e+01 2.455148713931190798e+02 8.503197229822451533e-03 4.337276579635223506e+00 3.870296244652097812e+04 0.000000000000000000e+00
2.649776593416687032e+00 -2.062903112812806228e+01 2.314669157807069553e+02 3.417964625103148395e-03 1.185736397439437206e-01 3.870296257972079184e+04 0.000000000000000000e+00
1.054081619650447887e+00 -2.086183315454144349e+01 2.496950358272635810e+02 6.280414286836281078e-03 2.820711934176958646e+00 3.870296332430138136e+04 0.000000000000000000e+00
2.976752383175087058e+00 -2.079761437515482214e+01 2.544029477510805748e+02 7.336679369466976575e-03 3.098537541687091945e-01 3.870296527181469719e+04 0.000000000000000000e+00
7.134603072041770799e-01 -2.075956833485335196e+01 2.387599000475643436e+02 6.443005315001905549e-03 2.543450684459449107e+00 3.870296661105273961e+04 0.000000000000000000e+00
2.990993780521601142e+00 -2.082960427361544475e+01 2.473535525693941395e+02 7.669279334324399094e-03 3.984053624333119825e-01 3.870296669009865582e+04 0.000000000000000000e+00
2.530579739948598306e+00 -2.078648384473932964e+01 2.556745845965349986e+02 5.716710014598043975e-03 5.625015559110596364e+00 3.870296716221726092e+04 0.000000000000000000e+00
1.225027488765747297e+00 -2.069715402584166242e+01 2.335650629325008651e+02 4.568883253461623363e-03 3.681967058535343895e+00 3.870296784229610785e+04 0.000000000000000000e+00
1.183965494858316037e+00 -2.078498595845136521e+01 2.471845770731569019e+02 7.282953139459379804e-03 3.075340684163844873e+00 3.870296826201699150e+04 0.000000000000000000e+00
2.393189623185338455e+00 -2.076630060893775465e+01 2.473764403235904012e+02 4.812872253978202342e-03 5.477190087677719532e+00 3.870297020319574949e+04 0.000000000000000000e+00
6.513270704649901655e-01 -2.068154814473740899e+01 2.567746529204197827e+02 5.245983386538010003e-03 2.089380754474012392e+00 3.870297150957677513e+04 0.000000000000000000e+00
2.749195232321993476e+00 -2.070043176216800163e+01 2.557317682851656286e+02 5.854672378649136352e-03 6.240075950946244454e+00 3.870297244795255392e+04 0.000000000000000000e+00
1.578290854576820168e+00 -2.064131738175789366e+01 2.418798433702685031e+02 3.318378319310536645e-03 4.270025762150166493e+00 3.870297330755549046e+04 0.000000000000000000e+00
7.717476264722497592e-02 -2.064243750518395970e+01 2.558093879954564613e+02 5.039873621475781697e-03 9.281274450745968796e-01 3.870297408183427615e+04 0.000000000000000000e+00
1.882980790530958570e+00 -2.073219759015640662e+01 2.499464850485119030e+02 6.846016015585023630e-03 4.665282860411174681e+00 3.870297449290264194e+04 0.000000000000000000e+00
2.594076232383768943e+00 -2.051583226093294599e+01 2.427665039887032492e+02 2.705993793797691928e-03 6.263724476810245356e+00 3.870297524066099140e+04 0.000000000000000000e+00
3.388085909720763844e-01 -2.055645998974412336e+01 2.444172675330962932e+02 4.106479962760750148e-03 1.752628602886457054e+00 3.870297583283337008e+04 0.000000000000000000e+00
1.167734267454647451e-01 -2.050003999952213363e+01 2.412924413086454649e+02 2.950611455442966012e-03 1.375456113851816653e+00 3.870297626041208423e+04 0.000000000000000000e+00
2.137572571036196134e+00 -2.069540399362830385e+01 2.323594721558042977e+02 4.208214915306453946e-03 5.362346957428765215e+00 3.870297862659056409e+04 0.000000000000000000e+00
5.665929059085216268e-01 -2.072779963980653051e+01 2.417202930394446128e+02 6.680905394083218318e-03 2.101766754611453791e+00 3.870297885669136303e+04 0.000000000000000000e+00
2.211707730191248000e-01 -2.088147736815594513e+01 2.516144399864712966e+02 8.073050160488022195e-03 1.141659915764011712e+00 3.870297920445533236e+04 0.000000000000000000e+00
1.432534661751165839e+00 -2.069552498647699679e+01 2.324346577159103333e+02 4.286113459117493404e-03 4.070313313604238203e+00 3.870297998760773771e+04 0.000000000000000000e+00
8.274534233851037479e-01 -2.070145747156438887e+01 2.379041684377179138e+02 4.188745361056951493e-03 2.547739367699713764e+00 3.870298144912604039e+04 0.000000000000000000e+00
7.593170933613649365e-02 -2.073232983477402414e+01 2.508053732168903025e+02 4.051382177839349223e-03 1.062380060511422863e+00 3.870298324722243706e+04 0.000000000000000000e+00
2.267365596460332977e+00 -2.060173237572604066e+01 2.415906518721909038e+02 4.075162840085035619e-03 5.725659534577028253e+00 3.870298358199396898e+04 0.000000000000000000e+00
1.898947872394215919e+00 -2.062396068954809181e+01 2.474813849356322635e+02 3.221023427943075449e-03 4.833593747558571074e+00 3.870298422419402777e+04 0.000000000000000000e+00
2.557159426560247972e+00 -2.088994780928339168e+01 2.462585837755217426e+02 8.265295325015627886e-03 5.984026526638618115e+00 3.870298659196704102e+04 0.000000000000000000e+00
3.100849839806657293e+00 -2.067020907207459501e+01 2.577142565792948403e+02 5.044861062735359752e-03 5.404903087330827915e-01 3.870298671205664868e+04 0.000000000000000000e+00
1.132544378764254622e+00 -2.082501012546660135e+01 2.475340325891147586e+02 5.497126619864010563e-03 2.995739549515515687e+00 3.870298716528435762e+04 0.000000000000000000e+00
4.435173606501261467e-01 -2.088804352583114010e+01 2.479381667872645778e+02 8.533961050831364789e-03 1.676982703614046333e+00 3.870298836382500303e+04 0.000000000000000000e+00
6.606658930830037191e-01 -2.085830531246312702e+01 2.443764566026600278e+02 7.431089195425975846e-03 2.128287768902511701e+00 3.870298886308339570e+04 0.000000000000000000e+00
1.951561101016148658e+00 -2.067025580042911770e+01 2.336517523378470287e+02 4.935620195121915958e-03 4.999147242810405345e+00 3.870298946219202480e+04 0.000000000000000000e+00
2.679844358801307003e+00 -2.073101773480611243e+01 2.581028369006327239e+02 4.505675750465448250e-03 6.076068326169929534e+00 3.870299019875947124e+04 0.000000000000000000e+00
2.877140885479580135e+00 -2.067949300996351170e+01 2.485761666009313160e+02 4.656955371051006709e-03 5.531566484390333382e-01 3.870299055121951824e+04 0.000000000000000000e+00
2.028077868341227052e+00 -2.066239350441404810e+01 2.529174783092107361e+02 4.530588733191606710e-03 4.654311806715946354e+00 3.870299058696200518e+04 0.000000000000000000e+00
2.544482880808829783e+00 -2.058025041824850021e+01 2.445938744684411574e+02 2.921822990983306834e-03 6.145831054540229488e+00 3.870299316922864091e+04 0.000000000000000000e+00
1.949443261597005872e+00 -2.078528728383909652e+01 2.483514316005553439e+02 5.393300405359971461e-03 4.925431962430527832e+00 3.870299353407474700e+04 0.000000000000000000e+00
3.092047903770006378e+00 -2.075520769458639947e+01 2.360366788271168730e+02 4.638463189023413029e-03 1.022066121346042911e+00 3.870299359700721834e+04 0.000000000000000000e+00
9.365232708527645444e-01 -2.059912101033189202e+01 2.362273082680681284e+02 3.497024091705993546e-03 2.807826242826341190e+00 3.870299368602722097e+04 0.000000000000000000e+00
1.691750135244346698e+00 -2.071727840389551645e+01 2.460687100148168724e+02 4.952263595193716512e-03 4.060533378085656508e+00 3.870299472354447062e+04 0.000000000000000000e+00
2.879604546476215887e+00 -2.062445104308287114e+01 2.492829079292566803e+02 4.124171513485164371e-03 1.485905134445004716e-01 3.870299542727328662e+04 0.000000000000000000e+00
1.955945155740690389e+00 -2.078269262322459099e+01 2.392779855841781966e+02 5.541918407940085202e-03 5.071805747441993084e+00 3.870299732117494568e+04 0.000000000000000000e+00
2.018959301248081650e-01 -2.056286228782589021e+01 2.301912193198850787e+02 3.335108304878796077e-03 1.519607061588263530e+00 3.870299832061475900e+04 0.000000000000000000e+00
1.939484651160989337e+00 -2.064483542345720579e+01 2.503334037250927224e+02 5.425075130305905512e-03 4.797889547619413442e+00 3.870299869192403276e+04 0.000000000000000000e+00
9.726765858818909871e-01 -2.061851114414445973e+01 2.353085324469927571e+02 4.489438328071124196e-03 2.961589541378479407e+00 3.870299886000144761e+04 0.000000000000000000e+00
3.530109272456560809e-03 -2.067636995332777161e+01 2.567481923630779193e+02 3.983807000603723468e-03 6.238836908426579342e-01 3.870299960028639907e+04 0.000000000000000000e+00
1.781251994772906189e+00 -2.071728415894199671e+01 2.483429089524692870e+02 6.078974914580825145e-03 4.233218320392213130e+00 3.870300049179999769e+04 0.000000000000000000e+00
1.873656538140873851e+00 -2.081903915698639196e+01 2.510972341090073883e+02 6.395605707422135147e-03 4.675049052270921379e+00 3.870300121013084572e+04 0.000000000000000000e+00
1.971739938338047393e+00 -2.065672071728197778e+01 2.418510768368539061e+02 5.352061084244563553e-03 4.807085247253804816e+00 3.870300189707709796e+04 0.000000000000000000e+00
1.344703284192687587e+00 -2.070767161769674658e+01 2.327485677171747511e+02 4.258223551837463094e-03 3.811616218501712616e+00 3.870300336405666167e+04 0.000000000000000000e+00
1.592335430467527013e+00 -2.072628810715137249e+01 2.534568890359177828e+02 6.304559105030822092e-03 4.022969437504862356e+00 3.870300438070757082e+04 0.000000000000000000e+00
8.465638264603150276e-01 -2.080733319682435578e+01 2.507723325342178953e+02 7.400343690859500015e-03 2.595143357377754256e+00 3.870300496488528734e+04 0.000000000000000000e+00
1.672217430736743671e+00 -2.087958437438025783e+01 2.499533737734516308e+02 7.723564169422009011e-03 4.200105739783441372e+00 3.870300586742175074e+04 0.000000000000000000e+00
1.725565070233692433e+00 -2.068460785872927588e+01 2.511620129529965197e+02 6.158316141578396193e-03 4.206125096033940025e+00 3.870300745454650314e+04 0.000000000000000000e+00
2.216375119429031759e+00 -2.072817966763356523e+01 2.561568430227297313e+02 4.547561634066353553e-03 5.026681563679288978e+00 3.870300781009490311e+04 0.000000000000000000e+00
4.881906743881455624e-01 -2.079179451881547536e+01 2.404283153019709971e+02 5.245930904439598946e-03 2.095182159061378613e+00 3.870300846752850339e+04 0.000000000000000000e+00
1.928775651740346209e-01 -2.076257661156569156e+01 2.543225141663636748e+02 4.528393072150572324e-03 1.167364973529992245e+00 3.870300852037825098e+04 0.000000000000000000e+00
2.195351051154222688e+00 -2.068108175399442672e+01 2.576000402924922241e+02 3.909350625369931859e-03 5.041238761244823507e+00 3.870300860311161523e+04 0.000000000000000000e+00
2.839009899393412639e-01 -2.083120097128593073e+01 2.434410415594824997e+02 6.346119525987142622e-03 1.361659111153100232e+00 3.870300882127509976e+04 0.000000000000000000e+00
2.041423364511383287e+00 -2.077373493756575940e+01 2.448059656496930359e+02 4.640903019920558301e-03 4.872467444569422490e+00 3.870300947105728119e+04 0.000000000000000000e+00
2.294754916253995525e+00 -2.086130495214603187e+01 2.512222919814790885e+02 6.636354820735898205e-03 5.424895426750761196e+00 3.870300966460748896e+04 0.000000000000000000e+00
1.841224712708166900e+00 -2.081716927542651163e+01 2.473995408786874464e+02 5.610572677915180891e-03 4.682882608856743900e+00 3.870301015983051911e+04 0.000000000000000000e+00
2.232480901247593685e+00 -2.064754689159140710e+01 2.464118602917679652e+02 3.243329334481436562e-03 5.335255346276563060e+00 3.870301126496926736e+04 0.000000000000000000e+00
1.312659076703089900e+00 -2.065792498698547064e+01 2.412667379143953497e+02 3.724482493000440264e-03 3.797618270038143784e+00 3.870301163682955666e+04 0.000000000000000000e+00
2.973463479205979088e+00 -2.063696391485666837e+01 2.434714396303434967e+02 3.613594473444670108e-03 8.159507390923107506e-01 3.870301287487568334e+04 0.000000000000000000e+00
1.179836230742168812e+00 -2.057078280283472083e+01 2.454082181257346633e+02 2.901795223746454939e-03 3.409784367890785983e+00 3.870301421445158485e+04 0.000000000000000000e+00
2.162725906977454926e+00 -2.052215153783673784e+01 2.339965113014611973e+02 2.930400653701831920e-03 5.534625078976053381e+00 3.870301501985449431e+04 0.000000000000000000e+00
9.260748384332407879e-01 -2.066687465981967620e+01 2.543117770355521827e+02 5.437985309368243043e-03 2.679654742283021029e+00 3.870301526024175109e+04 0.000000000000000000e+00
2.550994229821404335e+00 -2.077028175420569767e+01 2.431871904390590373e+02 5.091968913439831254e-03 6.224966772661727710e+00 3.870301578164270177e+04 0.000000000000000000e+00
2.021236194032846600e-01 -2.075769722501226866e+01 2.550217796218522608e+02 4.916263731973574344e-03 9.958538701918956404e-01 3.870301626680851768e+04 0.000000000000000000e+00
1.298332205725411803e-01 -2.056267466101050445e+01 2.343949675116848539e+02 3.841519987583617585e-03 1.311046433704807113e+00 3.870301750747710321e+04 0.000000000000000000e+00
2.982773097819109154e+00 -2.062544879574374690e+01 2.469542193028468091e+02 3.584417458465074396e-03 4.171451393772296901e-01 3.870301783703578985e+04 0.000000000000000000e+00
3.623366887205590747e-01 -2.085083435457363166e+01 2.527295643608338480e+02 7.157272811099408237e-03 1.528435713312878974e+00 3.870301807565685885e+04 0.000000000000000000e+00
1.325225564872256401e+00 -2.078556573164330246e+01 2.488590509908794672e+02 4.833690444445204459e-03 3.606356611378694232e+00 3.870301844236541365e+04 0.000000000000000000e+00
1.565265914953535065e+00 -2.073937392509754929e+01 2.540600052313743049e+02 5.465486484217450293e-03 3.685288850618024359e+00 3.870301896956531709e+04 0.000000000000000000e+00
3.051922190381580524e+00 -2.060947345305217127e+01 2.582471365821251652e+02 3.482348674563266917e-03 5.099179088024186068e-01 3.870301969418505905e+04 0.000000000000000000e+00
2.169402914139997307e+00 -2.063419746683602085e+01 2.449531605302687467e+02 3.530249046820626863e-03 5.113396944522525800e+00 3.870301974511070875e+04 0.000000000000000000e+00
7.451533306061002282e-01 -2.081152289395375021e+01 2.435997094772789353e+02 5.014142864700360004e-03 2.407162735345158122e+00 3.870302136723309377e+04 0.000000000000000000e+00
2.405617661750378833e+00 -2.074644243326925874e+01 2.528880009946635141e+02 5.295073074895182905e-03 5.378524184392946772e+00 3.870302430943182117e+04 0.000000000000000000e+00
1.720386382169398987e+00 -2.058093402842671438e+01 2.573134405602436345e+02 3.955202851487600590e-03 4.182478783931562916e+00 3.870302647548792447e+04 0.000000000000000000e+00
5.684675075329684857e-01 -2.082151075256518880e+01 2.547507836236648018e+02 6.376598278034786849e-03 1.898849438954702817e+00 3.870302677304376994e+04 0.000000000000000000e+00
2.960079874127089505e-01 -2.071400204862719363e+01 2.432966075710191092e+02 4.082955165435143974e-03 1.389823935005057409e+00 3.870302708540397725e+04 0.000000000000000000e+00
1.687202521078922768e+00 -2.051544740192238692e+01 2.432634886312019091e+02 2.782234957991181791e-03 4.465366506895241727e+00 3.870302740671626816e+04 0.000000000000000000e+00
1.322962232903402757e+00 -2.056135235806955208e+01 2.308758909444536300e+02 3.199677027303016348e-03 3.745631390819855966e+00 3.870302741757366312e+04 0.000000000000000000e+00
2.397336948392124967e+00 -2.051833377714271123e+01 2.410160847116333684e+02 3.415113212546260976e-03 5.937466205952336651e+00 3.870302766557628638e+04 0.000000000000000000e+00
8.610626136945015441e-01 -2.074317209952267760e+01 2.568433704769614110e+02 4.528799548316560578e-03 2.381527373542749348e+00 3.870302781393646728e+04 0.000000000000000000e+00
1.542861510417995463e-01 -2.066539780505610580e+01 2.510723074445231191e+02 3.431583216203949044e-03 1.215321896321897244e+00 3.870302864130858507e+04 0.000000000000000000e+00
2.958206462583531593e+00 -2.075407760939321378e+01 2.468596336783313063e+02 4.709916795739582489e-03 6.903816008340282195e-01 3.870302876057899266e+04 0.000000000000000000e+00
7.166787153279956524e-01 -2.051688243386723443e+01 2.487880472734858017e+02 3.574576280030248004e-03 2.346210713974606676e+00 3.870302876472735079e+04 0.000000000000000000e+00
3.139411831858926138e+00 -2.063900792820855656e+01 2.310088491965612150e+02 3.588847695577032215e-03 1.185929472978877186e+00 3.870302898753329646e+04 0.000000000000000000e+00
8.447839749451098168e-01 -2.059969409520132189e+01 2.394186813199530661e+02 4.433947873839725121e-03 2.611081427838935376e+00 3.870303180064069602e+04 0.000000000000000000e+00
2.256816643229280217e+00 -2.059874649809501790e+01 2.375571275776295010e+02 4.617045181513864879e-03 5.615538365443867086e+00 3.870303219135248946e+04 0.000000000000000000e+00
1.174543651810707523e+00 -2.081353950207899217e+01 2.405020132705384128e+02 5.440416854289300760e-03 3.275668532162145041e+00 3.870303249280287127e+04 0.000000000000000000e+00
1.052974387187155081e+00 -2.055474391521066480e+01 2.407198288321482949e+02 2.953457630909983155e-03 3.255612301902122585e+00 3.870303289799182676e+04 0.000000000000000000e+00
2.688208499963807174e+00 -2.083277297927601168e+01 2.406026288207039556e+02 5.868289862301869289e-03 1.076208107442006567e-01 3.870303322804474737e+04 0.000000000000000000e+00
2.514130169069475063e+00 -2.074032581241378992e+01 2.541821678394769037e+02 4.326937743931328316e-03 5.865254928218241126e+00 3.870303363289555273e+04 0.000000000000000000e+00
2.202922077425509606e+00 -2.077522322949037203e+01 2.534875283094405347e+02 7.258543592405207467e-03 5.135627658730135714e+00 3.870303526112744294e+04 0.000000000000000000e+00
1.974437032032918315e+00 -2.077176533177701145e+01 2.421940977577931164e+02 6.704085650102531956e-03 4.788586008596931620e+00 3.870303551605134999e+04 0.000000000000000000e+00
9.569709380646931884e-02 -2.067281904012961391e+01 2.346185248073774119e+02 4.532759541344929741e-03 1.432636781881687416e+00 3.870303586827340041e+04 0.000000000000000000e+00
2.196633436615568868e+00 -2.050001259309000545e+01 2.366945420414402292e+02 3.103551083227089682e-03 5.432965871347932740e+00 3.870303588909287646e+04 0.000000000000000000e+00
3.078969186636987487e+00 -2.070265304256902184e+01 2.401578505639429579e+02 5.966390074417422112e-03 8.036526824001868352e-01 3.870303633488645573e+04 0.000000000000000000e+00
3.110399368629232164e+00 -2.075929668414157447e+01 2.511168539857651751e+02 7.298277619792936308e-03 7.588174635624467257e-01 3.870303711519564968e+04 0.000000000000000000e+00
2.243349143914945110e+00 -2.068628582667882299e+01 2.506039332742961392e+02 4.258130056078104561e-03 5.514891977635362430e+00 3.870303930841349211e+04 0.000000000000000000e+00
2.143124071382031204e+00 -2.086100620873715528e+01 2.517730920561220955e+02 6.430231739425279480e-03 5.002568668265792162e+00 3.870303936651273398e+04 0.000000000000000000e+00
2.133463177912463815e-01 -2.058231903531768481e+01 2.314150233620847246e+02 3.099532858666585212e-03 1.563171743122834689e+00 3.870303977733552165e+04 0.000000000000000000e+00
6.653587319961166147e-01 -2.081546690022272372e+01 2.471976697727833994e+02 7.711435277101484978e-03 2.306585087379876775e+00 3.870303995735078206e+04 0.000000000000000000e+00
2.147146703752953023e+00 -2.078015245778501807e+01 2.389081055653245755e+02 5.178416503052616846e-03 5.209896006084140829e+00 3.870303999046862009e+04 0.000000000000000000e+00
2.465476386123125252e+00 -2.071683797241792746e+01 2.373188207886873045e+02 5.707551810947805379e-03 6.093903361620285786e+00 3.870304055363919906e+04 0.000000000000000000e+00
2.827075647487677479e+00 -2.071664149977133818e+01 2.546352100366148647e+02 6.166334098735317543e-03 1.474783348618066356e-02 3.870304064841678337e+04 0.000000000000000000e+00
1.885302038911516043e-01 -2.082396483042753843e+01 2.494098824063954680e+02 8.291286400563853062e-03 1.115522894911607388e+00 3.870304283237449272e+04 0.000000000000000000e+00
2.910775158519872452e+00 -2.059376694379571049e+01 2.318039671629813085e+02 4.037749530571806307e-03 6.785848232558070459e-01 3.870304319334723550e+04 0.000000000000000000e+00
2.720619991665325976e+00 -2.072579467238502104e+01 2.333891727747747211e+02 4.623713468364804187e-03 2.776021421935319644e-01 3.870304512692120625e+04 0.000000000000000000e+00
2.730772796817896975e+00 -2.083268320386567041e+01 2.490132875921460140e+02 7.143668661692515603e-03 6.107566201160695485e+00 3.870304588774759759e+04 0.000000000000000000e+00
2.812879869395982002e+00 -2.070717905463142827e+01 2.486211847942572319e+02 6.635963196426302238e-03 2.177787908719883425e-01 3.870304677662377799e+04 0.000000000000000000e+00
2.758314359671615978e+00 -2.067040645470516225e+01 2.426083113719904247e+02 5.817850848469753935e-03 2.851045852483307108e-01 3.870304754693606083e+04 0.000000000000000000e+00
3.073315718173345701e+00 -2.067549953257399764e+01 2.457306364317770146e+02 4.326034920945319440e-03 5.676790204204027468e-01 3.870304768607360893e+04 0.000000000000000000e+00
4.041903041209162772e-01 -2.087372608233814830e+01 2.453269969081227089e+02 7.029924437073928160e-03 1.624673376255160617e+00 3.870304850426939083e+04 0.000000000000000000e+00
2.759830719651010789e+00 -2.087177973210994963e+01 2.514753858393808059e+02 7.601077030136855171e-03 6.186070246844531439e+00 3.870304930584183603e+04 0.000000000000000000e+00
2.546445353120242672e+00 -2.070021031219775764e+01 2.447372455817383923e+02 4.323289577360675019e-03 5.821731999021732662e+00 3.870304933832435199e+04 0.000000000000000000e+00
2.980834584544599153e+00 -2.065642660149523024e+01 2.598098797975749221e+02 4.387581814989663202e-03 3.229414387240456819e-01 3.870304961039447517e+04 0.000000000000000000e+00
2.610425612292764264e+00 -2.060781921697058650e+01 2.563674620782246620e+02 3.464059162154760774e-03 6.105390657141041011e+00 3.870305076437191747e+04 0.000000000000000000e+00
8.277284760050747092e-01 -2.053936314543173935e+01 2.555278821786881736e+02 3.174867201909159151e-03 2.497584547824295065e+00 3.870305186460780533e+04 0.000000000000000000e+00
3.144793579627538915e-01 -2.069130090526332921e+01 2.486000242925440773e+02 6.239753674212290824e-03 1.560332720975354137e+00 3.870305336253895075e+04 0.000000000000000000e+00
9.428853908869021527e-01 -2.048833686014322808e+01 2.421934319062279428e+02 3.153026081519873063e-03 2.895233821698997012e+00 3.870305389318867674e+04 0.000000000000000000e+00
1.908022602342704044e+00 -2.056056033958394735e+01 2.476662285218937996e+02 2.838555428005839088e-03 4.735444501698752084e+00 3.870305398057178536e+04 0.000000000000000000e+00
2.195348949960445051e+00 -2.059948686278868379e+01 2.521420658609316661e+02 3.972856745504021667e-03 5.389202630942129701e+00 3.870305423355418316e+04 0.000000000000000000e+00
2.449447480083164042e+00 -2.058158010065254118e+01 2.353758271621243807e+02 4.089983834326150862e-03 5.925844274641525189e+00 3.870305449157226394e+04 0.000000000000000000e+00
1.413053652763568646e+00 -2.065152488819051868e+01 2.378526386973673823e+02 5.288057486024018428e-03 3.899887947225265883e+00 3.870305476824694051e+04 0.000000000000000000e+00
2.076439740830224423e+00 -2.055303472538689391e+01 2.487423284757514352e+02 3.442818614090507878e-03 4.924166828608687041e+00 3.870305496460441645e+04 0.000000000000000000e+00
1.030810817811591340e+00 -2.084434239713895565e+01 2.498036319241004435e+02 5.843940750181260586e-03 2.790779339406812998e+00 3.870305541874835762e+04 0.000000000000000000e+00
2.716776672093279998e+00 -2.065590050263165267e+01 2.595744433947610901e+02 4.486109533953883989e-03 6.087500613525010706e+00 3.870305604381470039e+04 0.000000000000000000e+00
2.349631159715057205e+00 -2.084574020127690019e+01 2.460557341008479852e+02 5.912973717425573129e-03 5.489163468534910884e+00 3.870305608983035927e+04 0.000000000000000000e+00
2.220054877029672635e+00 -2.074419969287872334e+01 2.483036131062940512e+02 4.072673941864985055e-03 5.271245158730220481e+00 3.870305886404369812e+04 0.000000000000000000e+00
